,着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
11,12,8,15,メイショウツレヅレ,牝9,55.0,岩田康誠,1:11.5,1/2,**,9-11,36.9,18.4,7.0,462(0),,,,[西]笹田和秀,松本好雄,
12,13,4,7,ローゼンタール,牝5,55.0,古川吉洋,1:11.6,3/4,**,2-2,37.6,311.5,15.0,502(-6),,,,[西]森田直行,岡田牧雄,
13,14,8,16,スリラーインマニラ,セ5,57.0,丹内祐次,1:11.7,クビ,**,3-6,37.5,112.4,13.0,448(+4),,,,[東]武井亮,古賀慎一,
14,15,6,12,アレット,セ7,57.0,ビュイッ,1:12.4,4,**,3-5,38.3,7.1,4.0,514(-18),,,,[西]岡田稲男,ゴドルフィン,
15,16,2,3,ウエスタンラムール,牡6,57.0,的場勇人,1:12.7,2,**,3-3,38.5,412.2,16.0,472(+10),,,,[東]的場均,西川賢,
0,1,5,9,メッシーナ,牝2,54.0,戸崎圭太,1:49.1,,**,7-6-6-5,35.6,1.5,1.0,468(-2),,,,[東]萩原清,サンデーレーシング,500.0
1,2,3,6,ギフトオブアート,牝2,54.0,三浦皇成,1:49.4,1.3/4,**,1-1-1-1,36.4,5.2,2.0,494(+6),,,,[東]高柳瑞樹,ゴドルフィン,200.0
2,3,3,5,グラデュアリー,牝2,54.0,田辺裕信,1:49.9,3,**,15-14-13-10,35.7,24.2,7.0,426(-2),,,,[東]尾形和幸,社台レースホース,130.0
3,4,4,8,タマノジュメイラ,牝2,54.0,岩田康誠,1:50.2,1.3/4,**,4-4-4-5,36.9,19.2,5.0,456(+14),,,,[東]伊藤大士,玉腰勇吉,75.0
4,5,5,10,ガロシェ,牝2,54.0,横山典弘,1:50.4,1.1/4,**,9-9-8-7,36.6,8.8,3.0,448(-4),,,,[東]戸田博文,サンデーレーシング,50.0
5,6,7,14,ショウナンバニラ,牝2,54.0,古川吉洋,1:50.4,クビ,**,2-2-2-2,37.3,335.2,14.0,418(0),,,,[東]武市康男,湘南,
6,7,6,11,マリノオークション,牝2,53.0,木幡巧也,1:50.5,クビ,**,4-4-4-3,37.2,23.5,6.0,476(0),,,,[東]牧光二,矢野まり子,
7,8,2,3,ワイルドオーキッド,牝2,54.0,柴田大知,1:50.7,1.1/4,**,3-3-3-3,37.5,14.3,4.0,398(+2),,,,[東]岩戸孝樹,サラブレッドクラブ・ラフィアン,
8,9,7,13,ニシノモエ,牝2,54.0,勝浦正樹,1:50.7,ハナ,**,10-12-9-10,36.7,85.6,10.0,418(-10),,,,[東]小西一男,西山茂行,
9,10,1,1,アメリオラシオン,牝2,54.0,丹内祐次,1:50.7,ハナ,**,10-10-9-10,36.8,47.9,9.0,464(-6),,,,[東]鹿戸雄一,サラブレッドクラブ・ラフィアン,
10,11,8,15,スマートブランコ,牝2,51.0,野中悠太,1:50.8,3/4,**,10-12-9-9,36.8,327.4,13.0,410(-6),,,,[東]佐藤吉勝,吉田喜代司,
11,12,1,2,ニシノアメイズ,牝2,54.0,内田博幸,1:51.0,1.1/2,**,14-14-13-13,36.8,43.7,8.0,480(+8),,,,[東]松山将樹,西山茂行,
12,13,8,16,フライトゥヘヴン,牝2,51.0,木幡育也,1:51.3,1.1/2,**,16-16-16-15,36.6,421.0,15.0,418(-4),,,,[東]新開幸一,大塚亮一,
13,14,4,7,アブシンス,牝2,54.0,嘉藤貴行,1:51.3,クビ,**,10-10-13-14,37.1,542.9,16.0,458(+4),,,,[東]田中清隆,芹澤精一,
14,15,2,4,ランスフォード,牝2,54.0,柴田善臣,1:52.1,5,**,7-6-6-7,38.6,152.1,11.0,456(+28),,,,[東]和田勇介,吉田勝己,
15,16,6,12,スティーリア,牝2,54.0,石川裕紀,1:54.0,大,**,6-6-9-16,40.0,281.9,12.0,488(+2),,,,[東]池上昌和,社台レースホース,
0,1,8,16,クイーングラス,牝3,54.0,内田博幸,1:34.3,,**,7-9-7,34.3,2.3,1.0,478(+2),,,,[東]和田雄二,遠藤良一,750.0
1,2,2,4,アンノートル,牡4,54.0,野中悠太,1:34.3,アタマ,**,2-2-2,34.8,3.6,2.0,510(0),,,,[東]田中博康,ビッグレッドファーム,300.0
2,3,3,5,シュバルツリッター,牡3,56.0,大野拓弥,1:34.4,3/4,**,9-9-7,34.4,9.9,4.0,462(+2),,,,[東]伊藤大士,ライオンレースホース,190.0
3,4,4,7,ソイルトゥザソウル,牡3,55.0,木幡初也,1:34.5,1/2,**,2-3-2,34.9,13.9,7.0,440(+2),,,,[東]高市圭二,グリーンスウォード,110.0
4,5,7,13,アーザムブルー,牡4,57.0,柴田善臣,1:34.8,1.3/4,**,16-16-14,34.3,57.2,10.0,464(+2),,,,[東]戸田博文,シルクレーシング,75.0
5,6,2,3,マイネルプリンチペ,牡3,56.0,柴田大知,1:34.9,1/2,**,1-1-1,35.5,13.3,6.0,470(+22),,,,[東]畠山吉宏,サラブレッドクラブ・ラフィアン,
6,7,1,2,ダンシングチコ,牝3,54.0,横山典弘,1:35.0,3/4,**,13-8-7,35.1,8.6,3.0,476(+10),,,,[東]大竹正博,石瀬浩三,
7,8,1,1,バーミーブリーズ,牝4,55.0,石川裕紀,1:35.1,1/2,**,6-4-4,35.4,136.7,11.0,470(+10),,,,[東]栗田博憲,吉田照哉,
8,9,5,9,サクラユニヴァース,牝3,54.0,田辺裕信,1:35.4,1.3/4,**,13-13-14,35.1,11.1,5.0,460(+6),,,,[東]高柳瑞樹,さくらコマース,
9,10,7,14,マルターズルーメン,牝3,54.0,勝浦正樹,1:35.5,3/4,**,2-4-4,35.7,41.2,9.0,420(0),,,,[東]堀井雅広,藤田在子,
10,11,4,8,ロイヤルジュビリー,牝3,54.0,丹内祐次,1:35.6,1/2,**,9-13-11,35.3,397.4,16.0,418(-31),,,,[東]高橋祥泰,ビッグレッドファーム,
11,12,3,6,マルターズゲイル,牡5,57.0,嶋田純次,1:35.6,クビ,**,7-4-7,35.8,374.4,15.0,478(-2),,,,[東]伊藤伸一,藤田在子,
12,13,6,11,フローラデマリポサ,牝4,55.0,戸崎圭太,1:35.7,クビ,**,9-12-11,35.5,33.0,8.0,504(+28),,,,[東]堀宣行,吉田和美,
13,14,6,12,オンファサイト,牝3,51.0,木幡育也,1:36.0,1.3/4,**,2-4-4,36.3,302.0,14.0,410(+2),,,,[東]高橋祥泰,ノルマンディーサラブレッドレーシング,
14,15,8,15,ロジブリランテ,牡4,57.0,三浦皇成,1:36.0,ハナ,**,12-9-11,36.0,156.4,12.0,552(+10),,,,[東]国枝栄,久米田正明,
15,16,5,10,ガジュマル,牝4,55.0,原田和真,1:36.2,1,**,13-13-14,35.9,221.3,13.0,492(+20),,,,[東]伊藤大士,ニッシンレーシング,
0,1,3,6,ベイオブコトル,牡2,55.0,ビュイッ,1:12.4,,**,8-8,37.2,6.4,3.0,442(0),,,,[東]高柳瑞樹,ゴドルフィン,700.0
1,2,5,10,サンダーソニア,牝2,54.0,大野拓弥,1:12.8,2.1/2,**,5-4,37.9,2.3,1.0,484(0),,,,[東]田村康仁,ジェイアール,280.0
2,3,8,16,ブラックアウト,牡2,55.0,田辺裕信,1:13.0,1.1/4,**,2-2,38.4,17.6,7.0,468(0),,,,[東]岩戸孝樹,瀬瀬賢,180.0
3,4,7,14,エンシャントロア,牝2,53.0,木幡巧也,1:13.1,1/2,**,6-6,38.1,6.0,2.0,488(0),,,,[東]牧光二,ノルマンディーサラブレッドレーシング,110.0
4,5,6,11,パイロジェン,牡2,55.0,内田博幸,1:13.3,1.1/4,**,4-4,38.5,14.0,5.0,456(0),,,,[東]伊藤圭三,ゴドルフィン,70.0
5,6,1,2,ダイヤレイジング,牝2,54.0,酒井学,1:13.3,クビ,**,10-9,37.8,7.9,4.0,448(0),,,,[西]小崎憲,三浦勝仁,
6,7,7,13,ホーリーライン,牝2,51.0,木幡育也,1:13.9,3.1/2,**,6-6,38.9,17.1,6.0,428(0),,,,[東]矢野英一,ノルマンディーサラブレッドレーシング,
7,8,8,15,ブルーシューズ,牡2,55.0,勝浦正樹,1:14.0,1/2,**,2-2,39.5,34.9,8.0,478(0),,,,[東]田島俊明,田島榮二郎,
8,9,6,12,ニーマルティアラ,牝2,53.0,木幡初也,1:14.0,ハナ,**,15-14,37.0,74.5,11.0,416(0),,,,[東]田村康仁,板橋秋,
9,10,2,4,グラミス,牝2,54.0,柴田善臣,1:14.4,2.1/2,**,9-10,39.1,89.1,12.0,428(0),,,,[東]尾形和幸,佐藤壽男,
10,11,5,9,アルファフレイム,牡2,55.0,伊藤工真,1:14.6,1.1/2,**,15-14,37.6,89.6,13.0,454(0),,,,[東]和田正一,貴悦,
11,12,3,5,ペイシャスプリング,牝2,54.0,伴啓太,1:14.7,3/4,**,14-14,38.1,225.5,16.0,448(0),,,,[東]松永康利,北所直人,
12,13,4,8,ゼネラルアダージョ,牝2,54.0,蛯名正義,1:15.0,2,**,11-11,39.4,166.4,14.0,450(0),,,,[東]中野栄治,ジェネラルレーシング,
13,14,1,1,タイセイハーモニー,牝2,54.0,岩田康誠,1:15.1,1/2,**,12-11,39.4,58.0,10.0,442(0),,,,[東]栗田徹,田中成奉,
14,15,2,3,コパノアダムス,牡2,55.0,石川裕紀,1:15.1,クビ,**,1-1,40.6,34.9,9.0,498(0),,,,[東]上原博之,小林照弘,
15,16,4,7,グラディート,牝2,54.0,嘉藤貴行,1:16.1,6,**,12-13,40.4,189.7,15.0,406(0),,,,[東]尾形和幸,米津佳昭,
0,1,4,7,ゴールデンブレイヴ,牡5,55.0,ビュイッ,1:51.4,,**,5-4-5-3,37.1,5.9,2.0,488(-4),,,,[東]木村哲也,保坂和孝,"1,855.0"
1,2,3,5,サクラエンパイア,牡5,55.0,モレイラ,1:51.7,1.3/4,**,2-2-1-1,37.6,8.5,4.0,474(+2),,,,[東]堀宣行,さくらコマース,740.0
2,3,7,12,ブライトンロック,牡4,56.0,田辺裕信,1:51.8,3/4,**,13-12-3-2,37.6,13.1,5.0,458(-8),,,,[東]田中清隆,坂巻勝彦,465.0
3,4,4,6,バイタルフォース,セ6,55.0,三浦皇成,1:51.9,1/2,**,6-8-7-6,37.4,31.0,8.0,506(0),,,,[東]萩原清,前田幸治,270.0
4,5,6,10,ファドーグ,セ7,55.0,蛯名正義,1:51.9,ハナ,**,10-10-12-9,37.2,52.6,13.0,490(+4),,,,[東]奥平雅士,キャロットファーム,182.0
5,6,5,9,アナザートゥルース,セ4,56.0,大野拓弥,1:52.0,クビ,**,6-6-3-5,37.8,2.0,1.0,492(+8),,,,[東]高木登,ノルマンディーサラブレッドレーシング,
6,7,8,14,フィールザプリティ,牝6,52.0,北村宏司,1:52.4,2.1/2,**,12-12-7-6,37.9,47.8,12.0,468(-8),,,,[東]岩戸孝樹,櫻井正,
7,8,2,3,ベルウッドテラス,セ8,53.0,江田照男,1:52.4,ハナ,**,13-12-14-11,37.4,70.7,15.0,492(+4),,,,[東]中舘英二,鈴木照雄,
8,9,3,4,エネスク,牡5,56.0,柴田大知,1:52.5,クビ,**,6-6-12-11,37.8,53.3,14.0,516(+2),,,,[東]和田雄二,桐谷茂,
9,10,2,2,ネイビーブルー,牡5,56.0,浜中俊,1:52.6,3/4,**,3-4-11-14,38.0,29.1,7.0,506(+6),,,,[東]戸田博文,青芝商事,
10,11,6,11,マイネルビクトリー,牡5,55.0,木幡巧也,1:52.7,1/2,**,15-15-15-13,37.4,43.2,10.0,494(+2),,,,[東]畠山吉宏,サラブレッドクラブ・ラフィアン,
11,12,8,15,エンクエントロス,牡6,54.0,石川裕紀,1:52.7,クビ,**,9-8-7-9,38.2,40.1,9.0,504(+12),,,,[東]黒岩陽一,山口裕介,
12,13,7,13,ウイングチップ,セ6,55.0,柴田善臣,1:52.9,1.1/4,**,10-10-7-6,38.4,47.1,11.0,502(+8),,,,[東]宗像義忠,社台レースホース,
13,14,5,8,ツクバクロオー,牡3,53.0,丸山元気,1:53.3,2.1/2,**,3-3-2-3,39.2,25.8,6.0,462(+8),,,,[東]根本康広,荻原昭二,
14,中,1,1,リアンヴェリテ,牡4,55.0,戸崎圭太,,,**,1-1-5-15,,6.1,3.0,480(+2),,,,[西]中竹和也,加藤誠,
0,1,1,1,テンブン,牝2,52.0,菊沢一樹,1:13.3,,**,1-1,38.3,80.2,13.0,482(0),,,,[東]菊沢隆徳,田頭勇貴,700.0
1,2,3,6,マーヴェラスクイン,牝2,54.0,北村宏司,1:13.5,1.1/4,**,2-2,38.4,12.3,5.0,418(0),,,,[東]古賀慎明,山本又一郎,280.0
2,3,8,16,チャナ,牝2,54.0,柴田大知,1:13.6,3/4,**,3-2,38.3,6.0,3.0,450(0),,,,[東]土田稔,大久保和夫,180.0
3,4,1,2,メールデゾレ,牝2,54.0,勝浦正樹,1:13.7,クビ,**,5-4,38.3,3.1,1.0,468(0),,,,[東]水野貴広,吉田千津,110.0
4,5,3,5,ツキノサバク,牝2,54.0,田辺裕信,1:13.9,1.1/4,**,7-6,38.1,3.7,2.0,442(0),,,,[東]菊沢隆徳,窪田芳郎,70.0
5,6,5,10,サウスパッキオ,牝2,54.0,三浦皇成,1:14.9,6,**,3-4,39.6,10.3,4.0,448(0),,,,[東]中野栄治,布武起会,
6,7,4,7,シゲルリシアキセキ,牝2,51.0,野中悠太,1:15.0,3/4,**,13-13,37.8,59.6,12.0,458(0),,,,[東]和田雄二,森中蕃,
7,8,6,12,クラーロデラルナ,牝2,51.0,木幡育也,1:15.2,3/4,**,10-10,39.3,148.6,15.0,442(0),,,,[東]加藤和宏,平本敏夫,
8,9,7,13,アースクインビー,牝2,54.0,丸田恭介,1:15.3,1/2,**,7-6,39.5,30.8,9.0,430(0),,,,[東]宗像義忠,松山増男,
9,10,2,4,ゼロカラ,牝2,54.0,西田雄一,1:15.3,アタマ,**,12-12,38.3,18.8,6.0,458(0),,,,[東]藤原辰雄,谷口祐人,
10,11,2,3,フルゴラ,牝2,54.0,丸山元気,1:15.3,アタマ,**,5-6,39.9,25.2,8.0,432(0),,,,[東]小西一男,島田久,
11,12,4,8,ネオファルコン,牝2,54.0,嘉藤貴行,1:15.5,1.1/4,**,11-11,39.2,87.9,14.0,472(0),,,,[東]鈴木伸尋,西田俊二,
12,13,5,9,グラスベローナ,牝2,54.0,石川裕紀,1:15.6,3/4,**,7-9,39.8,33.3,10.0,452(0),,,,[東]小笠倫弘,半沢,
13,14,6,11,サイファリス,牝2,54.0,武士沢友,1:16.4,5,**,16-16,38.0,240.9,16.0,456(0),,,,[東]武市康男,水上行雄,
14,15,8,15,フクノモンルージュ,牝2,54.0,西村太一,1:16.4,クビ,**,15-15,38.4,57.5,11.0,444(0),,,,[東]天間昭一,福島祐子,
15,16,7,14,トウカイビアンカ,牝2,54.0,江田照男,1:16.9,3,**,13-14,39.7,25.1,7.0,438(0),,,,[東]菊川正達,内村正則,
0,1,6,12,ネオレインボウ,牡2,55.0,田辺裕信,1:55.9,,**,5-4-5-3,38.5,4.9,4.0,488(-8),,,,[東]小西一男,西田俊二,500.0
1,2,3,6,トーセンテキーラ,牡2,55.0,三浦皇成,1:55.9,クビ,**,1-1-1-1,38.9,4.0,2.0,538(+6),,,,[東]本間忍,島川隆哉,200.0
2,3,1,1,マジェスティゲート,牡2,55.0,大野拓弥,1:56.1,3/4,**,8-8-7-5,38.5,4.8,3.0,472(0),,,,[東]高柳瑞樹,ＶｉｒｉｄｉａｎＫｅｉｂａＣｌｕｂ,130.0
3,4,8,15,ユキノヴェルデ,牡2,52.0,野中悠太,1:56.4,1.3/4,**,2-2-2-2,39.3,3.9,1.0,500(-6),,,,[東]和田正一,井上基之,75.0
4,5,1,2,ハンターバレー,牡2,55.0,田中勝春,1:57.2,5,**,16-16-14-13,39.1,7.8,5.0,496(+20),,,,[東]宗像義忠,村木隆,50.0
5,6,5,10,トキメキクルー,牡2,55.0,柴田善臣,1:57.6,2.1/2,**,12-13-10-9,39.8,19.7,7.0,474(0),,,,[東]佐藤吉勝,片岡正雄,
6,7,2,3,シゲルヒスイ,牡2,55.0,黛弘人,1:57.6,アタマ,**,6-6-4-3,40.3,55.8,10.0,476(0),,,,[東]伊藤圭三,森中蕃,
7,8,2,4,ボーイズオブサマー,牡2,55.0,蛯名正義,1:57.6,アタマ,**,6-6-7-5,40.1,71.1,11.0,516(+4),,,,[東]天間昭一,ノルマンディーサラブレッドレーシング,
8,9,3,5,イリュージョニスト,牡2,55.0,丹内祐次,1:58.0,2.1/2,**,11-10-10-10,40.1,83.6,12.0,480(+6),,,,[東]高橋祥泰,コスモヴューファーム,
9,10,7,13,トキノミドリ,牡2,55.0,松岡正海,1:58.0,ハナ,**,12-12-7-8,40.5,15.8,6.0,504(0),,,,[東]柴田政人,岡田勇,
10,11,7,14,コウジンホウオウ,牡2,55.0,江田照男,1:58.1,クビ,**,3-4-2-5,40.9,48.8,8.0,472(+2),,,,[東]松山将樹,加藤興一,
11,12,4,7,オルオル,牝2,53.0,藤田菜七,1:58.3,1.1/4,**,12-13-14-13,40.2,99.0,13.0,400(+4),,,,[東]星野忍,ＹＧＧホースクラブ,
12,13,8,16,シゲルシンジュ,牡2,54.0,武藤雅,1:58.9,3.1/2,**,15-15-16-15,40.5,54.1,9.0,484(+2),,,,[東]水野貴広,森中蕃,
13,14,4,8,ホッコールナアーラ,牝2,53.0,木幡巧也,2:00.0,7,**,8-9-10-10,42.2,222.3,15.0,444(-8),,,,[東]松永康利,北幸商事,
14,15,5,9,チャンピオンピース,牡2,53.0,横山武史,2:01.7,大,**,3-2-5-10,44.3,174.3,14.0,434(+8),,,,[東]和田雄二,坪野谷和平,
15,16,6,11,フィアーバ,牝2,54.0,伴啓太,2:02.0,2,**,10-10-13-15,44.0,495.2,16.0,420(-10),,,,[東]松永康利,石田牧場,
0,1,1,1,イベリスリーフ,牝2,54.0,アヴドゥ,1:11.7,,**,5-5,37.8,8.0,4.0,440(+4),,,,[東]中舘英二,サンデーレーシング,500.0
1,2,5,10,アロハブリーズ,牝2,54.0,三浦皇成,1:11.8,1/2,**,3-3,38.2,6.2,3.0,460(0),,,,[東]鹿戸雄一,木村牧場,200.0
2,3,8,16,タマモキャペリン,牝2,54.0,勝浦正樹,1:12.6,5,**,11-7,38.1,104.7,10.0,452(+4),,,,[東]水野貴広,タマモ,130.0
3,4,4,7,クリスタルアワード,牝2,54.0,戸崎圭太,1:12.6,クビ,**,2-2,39.1,2.0,1.0,452(-2),,,,[東]伊藤圭三,ノルマンディーサラブレッドレーシング,75.0
4,5,1,2,ベルポート,牝2,51.0,野中悠太,1:12.7,1/2,**,3-3,39.0,26.3,7.0,446(+4),,,,[東]大竹正博,大社聡,50.0
5,6,8,15,キョウエイメサイア,牝2,54.0,宮崎北斗,1:13.0,2,**,1-1,39.9,51.0,8.0,454(+6),,,,[東]伊藤伸一,田中晴夫,
6,7,3,5,カネショウベリー,牝2,54.0,武士沢友,1:13.1,クビ,**,5-6,39.2,26.1,6.0,424(+6),,,,[東]萱野浩二,清水正裕,
7,8,7,13,ペイシャコリンナ,牝2,54.0,田中勝春,1:13.5,2.1/2,**,11-11,39.0,5.9,2.0,480(-2),,,,[東]土田稔,北所直人,
8,9,2,3,プランタンヴェール,牝2,54.0,大野拓弥,1:13.8,2,**,9-7,39.5,9.7,5.0,510(+2),,,,[東]林徹,グリーンファーム,
9,10,2,4,ニコシーナ,牝2,51.0,木幡育也,1:14.0,1.1/4,**,7-7,40.0,65.6,9.0,430(-8),,,,[東]伊藤圭三,椎名節,
10,11,4,8,セクシイフラワー,牝2,54.0,北村宏司,1:14.2,1,**,13-13,39.5,199.1,13.0,448(-8),,,,[東]谷原義明,平岡茂樹,
11,12,6,11,トーアマーブル,牝2,54.0,黛弘人,1:14.4,1.1/4,**,8-10,40.3,111.8,11.0,438(+12),,,,[東]藤原辰雄,高山ランド,
12,13,7,14,マダムハート,牝2,53.0,武藤雅,1:15.1,4,**,9-12,40.7,342.4,14.0,412(0),,,,[東]武市康男,栗山良子,
13,14,5,9,ヤエノヒカリ,牝2,54.0,西田雄一,1:15.2,1/2,**,15-15,39.4,173.2,12.0,444(+6),,,,[東]清水英克,柳田英子,
14,15,3,6,シンモエ,牝2,53.0,木幡巧也,1:15.6,2.1/2,**,14-14,40.4,407.8,15.0,446(+6),,,,[東]伊藤正徳,藤原牧場,
15,取,6,12,ミコノホマレ,牝2,54.0,田辺裕信,,,**,,,---,,計不,,,,[東]尾形和幸,古賀慎一,
0,1,5,9,カステヘルミ,牝2,54.0,津村明秀,1:09.4,,**,1-1,35.1,1.6,1.0,432(+10),,,,[東]岩戸孝樹,田頭勇貴,500.0
1,2,8,16,ウインアイルビータ,牝2,54.0,松岡正海,1:10.1,4,**,2-2,35.8,12.9,5.0,468(-4),,,,[東]田中剛,ウイン,200.0
2,3,7,14,ウィローグラウス,牝2,54.0,丹内祐次,1:10.1,ハナ,**,4-5,35.5,9.0,4.0,436(-4),,,,[東]萱野浩二,サラブレッドクラブ・ラフィアン,130.0
3,4,6,12,エンジェルカナ,牝2,54.0,柴田大知,1:10.1,クビ,**,12-11,35.1,253.9,14.0,408(+2),,,,[東]高橋祥泰,ブルースターズファーム,75.0
4,5,7,13,ニシノドレッシー,牝2,54.0,勝浦正樹,1:10.1,ハナ,**,8-7,35.3,7.0,3.0,430(+2),,,,[東]的場均,西山茂行,50.0
5,6,3,6,ニシノテンカラット,牝2,54.0,三浦皇成,1:10.3,1.1/4,**,8-9,35.5,20.4,7.0,410(+2),,,,[東]武市康男,西山茂行,
6,7,1,2,ヘリオシース,牝2,53.0,武藤雅,1:10.5,1.1/4,**,10-7,35.6,20.4,6.0,412(+2),,,,[東]武藤善則,岡田牧雄,
7,8,8,15,クノイチ,牝2,54.0,マーフィ,1:10.5,ハナ,**,3-2,36.1,6.7,2.0,460(-6),,,,[東]古賀慎明,ゴドルフィン,
8,9,4,8,アマレーン,牝2,54.0,内田博幸,1:10.5,アタマ,**,14-12,35.2,132.7,12.0,472(-10),,,,[東]和田正一,サラブレッドクラブ・ラフィアン,
9,10,6,11,オビワンズドーン,牡2,55.0,武士沢友,1:10.6,クビ,**,14-15,35.2,158.1,13.0,444(+6),,,,[東]古賀史生,富士開発,
10,11,2,4,ブルーフェアリー,牝2,54.0,江田照男,1:10.7,1/2,**,4-5,36.1,45.0,8.0,428(-4),,,,[東]田中剛,ヒダカ・ブリーダーズ・ユニオン,
11,12,1,1,ルーナセレナータ,牝2,54.0,宮崎北斗,1:10.7,クビ,**,4-4,36.1,87.4,11.0,428(-4),,,,[東]堀井雅広,吉田好雄,
12,13,4,7,カツコノユメ,牝2,54.0,柴田善臣,1:11.2,3,**,4-9,36.6,87.3,10.0,416(+2),,,,[東]伊藤伸一,大久保與志雄,
13,14,3,5,ハヤブサヴィーナス,牝2,54.0,田辺裕信,1:11.2,クビ,**,16-16,35.4,70.7,9.0,410(-8),,,,[東]高柳瑞樹,武田修,
14,15,2,3,ハナノオンリーワン,牝2,54.0,西田雄一,1:11.4,1.1/4,**,13-12,36.2,507.0,16.0,454(+10),,,,[東]天間昭一,華山龍一,
15,16,5,10,インスタントカーマ,牡2,54.0,木幡初也,1:11.5,クビ,**,10-12,36.6,294.0,15.0,490(+12),,,,[東]武市康男,薪浦亨,
0,1,2,2,キースネリス,牝2,54.0,三浦皇成,1:09.1,,**,1-1,34.2,4.6,3.0,472(0),,,,[東]高橋文雅,ディアレストクラブ,700.0
1,2,1,1,クノイチ,牝2,54.0,ビュイッ,1:10.7,10,**,2-4,35.5,3.1,2.0,466(0),,,,[東]古賀慎明,ゴドルフィン,280.0
2,3,5,6,トーセンワンピース,牝2,54.0,勝浦正樹,1:10.7,ハナ,**,6-6,35.1,17.3,6.0,454(0),,,,[東]柴田政人,島川隆哉,180.0
3,4,8,12,ブルーフェアリー,牝2,54.0,江田照男,1:10.8,1/2,**,2-2,35.6,29.2,7.0,432(0),,,,[東]田中剛,ヒダカ・ブリーダーズ・ユニオン,110.0
4,5,3,3,ヘリオシース,牝2,54.0,大野拓弥,1:10.9,3/4,**,8-7,35.0,16.4,5.0,410(0),,,,[東]武藤善則,岡田牧雄,70.0
5,6,4,5,スコッチフラワー,牝2,54.0,丸山元気,1:11.0,1/2,**,12-12,34.9,38.4,8.0,472(0),,,,[東]土田稔,小池依子,
6,7,6,8,ビクトリアスマイル,牝2,54.0,田辺裕信,1:11.0,クビ,**,8-7,35.2,13.4,4.0,402(0),,,,[東]加藤征弘,ＫＲジャパン,
7,8,8,13,スパイラルチャージ,牡2,55.0,戸崎圭太,1:11.2,1.1/2,**,6-7,35.5,2.7,1.0,472(0),,,,[東]田島俊明,レッドマジック,
8,9,4,4,ブラザーサン,牡2,55.0,的場勇人,1:11.5,1.3/4,**,13-13,34.4,119.0,11.0,410(0),,,,[東]高橋義博,海谷幸司,
9,10,7,10,フェアースカイ,牝2,52.0,菊沢一樹,1:11.5,ハナ,**,2-3,36.4,166.7,13.0,446(0),,,,[東]石毛善彦,和田牧場,
10,11,6,9,ヒロコプリンセス,牝2,51.0,野中悠太,1:11.9,2.1/2,**,8-11,36.0,115.4,10.0,390(0),,,,[東]柴田政人,国田正忠,
11,12,7,11,キタノローズ,牝2,54.0,西田雄一,1:12.0,1/2,**,5-4,36.5,157.7,12.0,420(0),,,,[東]天間昭一,北所直人,
12,13,5,7,ウインサンベリーナ,牝2,51.0,木幡育也,1:12.4,2.1/2,**,8-10,36.6,65.7,9.0,400(0),,,,[東]奥平雅士,ウイン,
0,1,7,11,リッジマン,牡5,56.0,蛯名正義,3:45.2,,**,5-5-4-4,35.7,3.9,1.0,446(-2),,,,[西]庄野靖志,辻牧場,"6,299.4"
1,2,7,12,アドマイヤエイカン,牡5,56.0,田辺裕信,3:45.6,2.1/2,**,3-3-3-2,36.3,4.1,2.0,508(+2),,,,[西]須貝尚介,近藤利一,"2,528.4"
2,3,3,3,モンドインテロ,牡6,56.0,ビュイッ,3:45.6,クビ,**,3-3-4-4,36.2,4.9,4.0,490(+6),,,,[東]手塚貴久,シルクレーシング,"1,614.2"
3,4,5,8,マサハヤダイヤ,牡5,56.0,大野拓弥,3:45.9,2,**,10-10-10-9,35.4,41.6,9.0,474(-12),,,,[西]今野貞一,中村政夫,930.0
4,5,8,14,アルター,セ6,56.0,石川裕紀,3:46.0,クビ,**,6-6-6-6,36.2,75.6,11.0,520(0),,,,[東]古賀慎明,吉田勝己,620.0
5,6,5,7,ララエクラテール,牡6,56.0,戸崎圭太,3:46.3,2,**,10-10-9-9,36.1,9.4,5.0,430(+2),,,,[西]今野貞一,フジイ興産,
6,7,3,4,コウキチョウサン,牡5,56.0,北村宏司,3:46.4,クビ,**,6-7-7-6,36.5,10.5,6.0,462(+8),,,,[東]和田正一,チョウサン,
7,8,8,13,メドウラーク,牡7,56.0,丸田恭介,3:46.4,ハナ,**,8-8-8-8,36.4,26.4,7.0,488(-2),,,,[西]橋田満,吉田勝己,
8,9,6,10,マイネルミラノ,牡8,56.0,柴田大知,3:46.8,2.1/2,**,12-12-10-11,36.4,44.2,10.0,492(+8),,,,[東]相沢郁,サラブレッドクラブ・ラフィアン,
9,10,6,9,ネイチャーレット,牡5,56.0,野中悠太,3:47.2,2.1/2,**,13-12-13-12,36.4,182.3,12.0,470(+4),,,,[東]根本康広,井上修一,
10,11,2,2,ヴォージュ,牡5,56.0,丸山元気,3:47.6,2.1/2,**,2-2-2-1,38.5,4.7,3.0,512(0),,,,[西]西村真幸,杉山忠国,
11,12,4,6,カレンラストショー,牡6,56.0,内田博幸,3:47.7,1/2,**,1-1-1-2,38.6,26.8,8.0,442(-4),,,,[西]橋口慎介,鈴木隆司,
